filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
../data/genres_original\classical\classical.00011.wav,30.013333333333332,0.24493824,0.08410964,0.021483667,7.8164754e-05,950.1801498031009,80312.85341883569,1112.634431739494,62403.71923829317,1697.3176818989268,416013.82478962606,0.06075721734822119,0.00039512634552291446,-3.7352388e-06,0.0004971071,-9.905434e-06,5.7217594e-06,151.99908088235293,-385.35327,1543.18,177.20355,671.6305,-9.33685,184.47939,24.37912,142.82278,5.7992835,64.32398,-4.5660625,76.2359,-6.359218,51.325745,-6.949474,51.01004,-4.122529,56.04678,3.8736925,97.33599,-0.33930957,110.4583,-0.9373086,51.32259,-3.6557696,93.563965,-2.0853574,77.67447,3.6453395,63.688854,0.7204468,44.713356,-1.2326813,58.30237,-0.734855,57.356903,2.8068602,111.70784,1.5366435,69.33358,classical
../data/genres_original\classical\classical.00012.wav,30.013333333333332,0.23563844,0.086914726,0.03139051,0.00061501586,1180.5324896152028,123771.44046779923,1332.2503128094195,62788.5986366977,2154.8524506960557,547862.8868174664,0.06596252960653519,0.0007391505582970913,-4.82778e-06,0.0015021138,-8.22849e-06,1.0828165e-05,117.45383522727273,-362.7318,7759.93,143.90761,1299.1167,-19.005598,512.6593,30.651041,104.033356,1.0206411,116.04864,0.27225092,74.30346,-7.991961,88.69799,-3.8471584,55.521873,-8.934133,116.95795,3.2763355,97.33017,-4.4292364,201.70395,3.6627495,256.1205,4.925432,221.50916,3.2560022,243.11226,6.345394,201.72081,6.0740194,130.67651,3.8495474,109.3505,-0.25255197,77.56418,1.1743842,106.99368,1.7957982,127.441826,classical
../data/genres_original\classical\classical.00013.wav,30.013333333333332,0.23210803,0.08334169,0.03170561,0.00068360555,1388.1392656380106,217534.7107577402,1456.4228258887367,88809.32858352216,2598.6645904328598,755828.8823767063,0.08087606643948182,0.0010074175093887931,-2.9404068e-06,0.0013620488,-1.1543597e-05,7.515317e-05,129.19921875,-343.14352,9883.162,140.10466,1649.3604,-20.91952,410.8342,32.316124,128.6014,-3.6832788,153.17145,2.940859,112.824875,-10.663066,86.90364,0.31063074,106.11735,-5.795961,151.21373,7.683308,170.73755,-3.6783319,178.07509,2.5477433,119.55155,-3.4992898,107.90424,-2.2351356,88.4347,-0.82195896,111.43984,0.8768779,98.55897,0.45869583,67.60101,0.9368628,86.65317,1.8698077,180.21329,-0.63520443,156.11673,classical
../data/genres_original\classical\classical.00014.wav,30.013333333333332,0.23404847,0.083629444,0.031600047,0.0005945741,1279.515451953795,98367.11293706024,1370.605632524942,48816.41828515107,2389.161345798289,385748.6340921838,0.06845076251933488,0.0005001499420313561,-3.5743635e-06,0.0013139871,-1.0130081e-05,6.5319975e-05,143.5546875,-324.6393,5526.853,147.81375,690.9679,-31.926256,279.62262,27.40502,72.79979,-4.50231,146.44836,-4.1688004,90.72078,-12.59746,89.91914,-5.1306887,70.01587,-7.7447653,66.71434,0.8444131,77.59526,-8.192252,65.165855,-0.82764465,99.40086,0.99237746,150.2031,3.6696348,113.00071,6.206809,94.295006,4.732738,89.02815,-0.01671405,87.89868,-2.316767,100.65178,2.2268496,100.84473,-0.5663225,123.80747,classical
../data/genres_original\classical\classical.00015.wav,30.013333333333332,0.21663475,0.084120005,0.011428219,8.837648e-05,1371.4447396060193,111433.44380221241,1562.1162072434615,63329.82603681009,2619.5566270301624,613560.7391780178,0.07571871374709976,0.0006384558782601251,-5.9229833e-06,0.00020906245,-7.944151e-06,1.0894673e-06,123.046875,-449.5024,4774.4414,124.97929,1119.0424,-19.903538,191.24254,27.45521,207.30107,-5.7697797,97.66037,2.218913,33.819027,-6.560758,79.16927,10.581615,138.56479,3.3420105,269.13196,14.3803425,218.03154,1.979647,317.6712,5.2490325,201.3981,4.427051,143.4272,5.0648537,187.13596,7.1590443,129.71701,6.175631,163.5267,7.153757,138.90646,3.8597915,223.66689,2.6236973,291.32373,4.9485307,268.72433,classical
../data/genres_original\classical\classical.00016.wav,30.013333333333332,0.2193211,0.084952556,0.008011807,1.776923e-05,1054.7328868522366,88050.73112385532,1455.7671648912924,49394.57475588815,1947.5391644612819,550116.7047024223,0.04765745843000773,0.00042082809278609726,-4.8235515e-06,7.581618e-05,-1.1469379e-05,8.413761e-07,99.38401442307692,-482.57535,4793.4536,154.85045,250.5236,-5.0330462,243.68034,29.729904,48.32328,-1.865561,156.295,8.21654,39.25389,-4.778444,77.3129,9.63252,60.785835,-3.3466733,116.309006,4.530603,79.238655,-10.102243,129.83195,-0.6701807,73.22655,-2.4489703,72.76436,-0.16125083,78.00757,1.8729064,51.544018,3.482951,60.956066,3.385576,57.12385,1.1102743,72.38311,1.272175,134.2776,-0.66918504,111.34665,classical
../data/genres_original\classical\classical.00017.wav,30.013333333333332,0.2563851,0.08608612,0.03735472,0.0010311595,1358.6023759424481,81212.50769635777,1417.3935040359547,80912.72522097202,2417.539209777407,488303.76180576935,0.08107885610015468,0.0002849721267205362,-4.1026397e-06,0.0017715648,-1.1414481e-05,0.00015143819,117.45383522727273,-311.5614,10697.734,148.68465,810.15186,-33.492855,225.46814,10.352457,448.94305,-12.897486,134.60876,1.2300146,126.92568,-12.900196,99.68684,0.8069202,53.65031,-9.733505,80.09584,2.0582037,111.90033,-5.113307,146.25655,6.7274017,134.58977,4.6117973,191.16837,3.7775502,117.203705,1.2801938,70.16827,1.2478796,89.13884,-0.0918994,100.45968,1.4856895,77.474335,0.37260413,116.822,-2.9981587,138.82028,classical
../data/genres_original\classical\classical.00018.wav,30.013333333333332,0.23902793,0.08464536,0.018675078,0.00031998163,1157.8655406408502,187695.97963753625,1320.6167049696342,148770.54670991653,2181.9063474296695,928663.1966718658,0.0706663434116396,0.0008246041197945154,-4.1094427e-06,0.00054987747,-1.0219558e-05,2.3123035e-05,129.19921875,-405.63312,4821.0635,145.72554,1866.7498,-0.8494923,454.46017,23.064943,202.86862,9.217205,89.28205,-2.6364682,71.52546,-5.7427993,70.57455,-2.0792975,162.78262,-0.638366,106.74867,6.745994,95.120346,2.788803,128.96263,2.4446673,145.9404,5.083243,108.47437,2.3878872,121.913765,1.8648169,130.4148,2.4982698,76.47126,1.5298346,69.480156,-2.262056,86.53181,-1.4387892,105.99963,2.6199057,163.68513,classical
../data/genres_original\classical\classical.00019.wav,30.013333333333332,0.28401977,0.09079156,0.0079903165,2.984444e-05,1185.144479134992,182690.4177424697,1525.2572656860052,83613.15890622696,2290.6215446454466,823951.986038445,0.057628894165699926,0.0010792507016681293,-5.8579385e-06,8.093124e-05,-1.0249434e-05,2.1198503e-06,123.046875,-475.8085,5816.5435,141.50447,1230.3239,-8.465948,471.64328,34.003716,66.30674,0.51044387,151.75533,6.037262,38.04837,0.0038525315,91.312035,9.544265,212.3967,2.1649947,134.0188,7.102437,128.70807,-8.052562,159.30962,-0.11562485,118.810715,0.76368,172.27452,3.8647203,148.91676,5.3222017,79.68349,4.6679826,93.37216,6.857529,83.61362,5.392151,121.053604,1.0648948,103.51968,-6.4891334,123.066696,classical
../data/genres_original\classical\classical.00020.wav,30.013333333333332,0.26896352,0.08458066,0.038423505,0.00051538594,1218.151449471981,106155.89475659234,1353.4574729324102,78981.56177594497,2294.676714762181,469366.8305476252,0.0697996725154679,0.0005191686687051391,-3.045396e-06,0.0015254815,-1.2966471e-05,0.00011484497,143.5546875,-300.90747,5360.2603,161.1279,911.65826,-24.245857,316.3088,27.956917,160.51257,-2.863051,129.65384,2.3890126,72.51551,-11.268324,84.56835,0.22309771,85.89535,-6.8389354,70.351616,6.0936522,76.606186,-8.139803,114.876526,-1.8150442,127.63286,-4.120981,124.59359,-2.0540934,101.82896,-1.6026884,97.85843,0.6494308,90.83103,1.4492866,58.17446,-0.22696482,56.23252,-1.2964215,96.775406,-7.099172,92.69742,classical
../data/genres_original\classical\classical.00021.wav,30.013333333333332,0.26684955,0.08361159,0.04545146,0.0015083674,1371.3948853640532,108089.16029960015,1441.3355777497557,78739.01880251832,2570.2867264537413,533250.5805650936,0.07953924074342614,0.0005567518414432654,-3.9353044e-06,0.0025918628,-9.645093e-06,0.0002214957,135.99917763157896,-278.16513,9440.823,147.88019,683.6241,-31.550192,192.80478,20.35175,131.52094,-9.574066,108.39944,-6.230634,167.39201,-13.595258,111.80588,-0.6612343,118.58899,-7.273572,76.7767,1.0149179,108.803764,-11.761826,84.77486,-0.9655799,73.96434,-2.215732,141.32251,-0.5712767,80.953026,1.8589838,99.1299,5.1364827,63.8277,2.624769,54.77998,0.8223368,58.172787,-1.6447538,81.1882,-0.09905454,117.609856,classical
../data/genres_original\country\country.00000.wav,30.081632653061224,0.38392973,0.08118459,0.24829563,0.00071590074,2798.0656266251635,354624.9722119046,2847.5411814192466,105655.13674872695,6221.38434516059,1796448.6324813587,0.1072048611111111,0.0017496748470965727,-0.00012681892,0.048861574,-0.0012213982,0.0048085777,161.4990234375,-23.104954,1016.55884,70.25588,339.2418,3.8055308,235.70625,28.323957,135.39638,13.754286,111.020065,5.7281356,107.3091,3.973779,85.77521,7.4728084,63.285915,2.6279068,61.158566,8.490235,72.16535,-2.320208,73.24599,2.0890799,41.87508,-3.3720124,62.59061,5.1379585,50.668854,-0.18774141,51.865627,0.37143642,68.59459,0.6120877,54.308315,4.062127,74.348236,0.9079196,68.54761,4.0931935,73.602806,country
../data/genres_original\country\country.00001.wav,30.011791383219954,0.4140544,0.0793019,0.23040177,0.00045282493,2938.1313051156862,101826.13625929566,2839.646685978091,40984.28635319623,6279.551664914443,626232.7186967205,0.12698824499709976,0.0008765152621628554,-6.128089e-05,0.03792239,-0.0013762448,0.005510704,129.19921875,-7.9727893,361.27576,62.724636,93.09869,-1.4591702,148.22601,28.109985,60.724346,9.967061,73.58803,9.363962,106.55919,5.415904,49.533836,9.82543,53.290375,3.0275455,60.74821,8.420949,54.824585,0.31071302,48.29495,6.540354,38.09037,0.7373717,31.028286,-1.7740418,48.31755,0.8462878,47.612495,2.981266,37.18483,-2.765956,46.07983,2.8227565,48.754833,-1.7402852,44.375328,0.9725167,48.056137,country
../data/genres_original\country\country.00002.wav,30.370975056689343,0.29707804,0.0972208,0.14652665,0.0015458142,2308.811438098025,545519.1361540462,2618.613432216076,99601.52205157986,5190.094610091744,1765959.4931938401,0.07416238114009939,0.003938416014396235,-0.0002392791,0.015805654,-0.0011970901,0.0029581927,161.4990234375,-120.3052,1696.345,79.22588,444.88867,5.2293863,351.96072,34.548218,192.24957,16.506737,99.239716,13.129608,83.53855,6.3450885,66.07957,9.962078,54.71924,-2.0015073,91.34258,6.810066,61.590168,-6.352069,50.306374,0.22815081,53.236042,-6.8128085,64.252266,1.6181564,50.189114,-1.7821593,42.56472,-0.6993362,37.17576,-4.7783937,35.88546,-0.28887248,40.232876,-5.356374,43.760384,-1.9686298,61.244877,country
../data/genres_original\country\country.00003.wav,29.995827664399094,0.37698767,0.08378951,0.2042707,0.0019195367,2174.1604935047117,570461.9655463778,2281.058760714112,206870.9963100941,4348.07370779315,2578226.800647368,0.1025643835864938,0.002366501392879316,-0.00015524251,0.02958724,-0.0013248281,0.005626561,161.4990234375,-57.75979,1337.1653,95.76648,823.8119,-10.109319,414.27032,40.979637,193.22061,13.979035,133.6319,-0.98985827,171.42763,-0.18847127,107.00304,7.4250774,100.90501,-3.6333375,103.60408,9.545139,80.60195,-2.9410644,74.62041,2.4362512,80.11866,1.9947803,53.288246,-1.2870499,85.47224,1.3565392,51.67783,4.4236846,61.05912,-6.5204806,63.7305,-0.03459857,47.372093,-1.4115794,41.11413,-3.0789084,51.755867,country
../data/genres_original\country\country.00004.wav,29.995827664399094,0.3827643,0.08182912,0.2093933,0.00080522,2966.1571589936843,192924.1702591444,2848.1234947138532,74499.59200936374,6349.4199392596265,1179561.1770973017,0.12416100280572756,0.0012625676280788609,-0.00010747825,0.03251852,-0.0013913317,0.0040172306,117.45383522727273,-20.78135,381.67404,62.950428,156.56827,2.3044403,161.45715,30.773718,93.19163,6.973462,62.151752,6.5058117,115.17589,6.3236365,69.03253,9.873086,72.264435,3.4352968,52.189114,9.372202,55.3079,-0.404158,52.405174,7.5194154,41.743786,-0.9842738,43.462444,4.0191503,36.692596,-0.66244876,33.740776,-0.06125192,39.290096,-0.16676468,43.14302,0.24374022,48.175987,-5.4381933,33.76489,1.8272817,44.119904,country
../data/genres_original\country\country.00005.wav,30.24126984126984,0.41605455,0.08294728,0.20379831,0.0014504136,2926.5329167282443,275826.91162572464,2737.079970118501,73744.68325894215,6177.674360999856,1166561.032865506,0.13637249376438987,0.0022280965984590464,-0.0001151882,0.02884866,-0.0012420712,0.0049537956,129.19921875,-24.671667,755.39777,62.440266,253.16585,-7.7540884,231.95813,28.432592,132.58536,10.997147,80.7288,5.551389,86.35897,-0.08674415,68.40083,13.7450905,68.44495,2.8998165,66.66487,9.909151,94.95348,0.85377365,69.39526,5.952079,57.690895,-1.2259914,61.34719,3.063908,60.878872,0.9304637,45.49234,2.0537753,59.386806,3.004422,46.024536,2.9725468,50.61916,-0.18527678,59.317524,3.6413603,68.1418,country
../data/genres_original\country\country.00006.wav,30.331065759637188,0.4216029,0.07963038,0.21399127,0.0016001757,2807.9125120088343,423398.14580079966,2778.308824727949,108356.14156592905,6023.044502707776,1998855.2737056613,0.1283081334879495,0.002791233228172467,-0.00014372733,0.030787326,-0.0013115334,0.0064171297,112.34714673913044,-23.201923,597.01855,71.15687,429.53238,1.576013,273.26944,24.438925,135.96996,16.31995,155.5411,4.5767665,127.61431,-3.8856642,78.91531,17.993046,66.22615,-3.3505054,70.13369,2.4355412,58.010124,2.9157152,48.358982,0.81521153,44.45813,-1.1092839,58.271446,0.10907398,58.19163,-3.3491633,42.406097,0.18941301,34.821148,-1.2112297,42.835335,-1.5178907,36.564686,-2.7241652,40.632072,-2.1066608,40.671265,country
../data/genres_original\country\country.00007.wav,29.98185941043084,0.42144912,0.08228461,0.24406008,0.0006498345,2898.787368032488,377335.3037989948,2878.9661651993006,95168.91761470931,6400.052966421972,1407862.6032961959,0.11293582502902477,0.0017841540269934227,-9.192621e-05,0.048062038,-0.0012843858,0.004455587,103.359375,-20.81746,803.5951,64.90752,336.99374,6.767102,193.94774,26.357126,114.97886,11.665423,95.302284,13.185629,66.47627,-1.9791067,87.22188,8.582197,57.27099,0.4728952,53.58169,7.441096,59.18075,-0.41490933,55.206753,6.945586,45.887993,3.6606066,41.3293,2.0337164,49.273045,0.6502081,38.372334,4.3827734,44.913227,-2.8027642,45.405586,2.975754,46.186676,-1.8402822,61.598816,-2.3632526,62.530766,country
../data/genres_original\country\country.00008.wav,30.1015873015873,0.35533768,0.082976066,0.2743448,0.0010315152,2505.851670781852,282563.05702442443,2574.313231970527,119183.44106351658,5480.083979104424,1421991.2599563356,0.10456258734097919,0.001190326362466941,-6.9278256e-05,0.062426094,-0.0013002438,0.00430127,129.19921875,-19.763226,523.7535,76.64638,368.17474,-4.8265233,157.98383,32.238724,153.2401,7.710495,120.16584,17.18376,125.502,-1.4951016,60.70973,9.149327,55.11929,2.7572665,94.487144,9.145537,81.96829,-2.6543097,62.871857,7.5196233,84.95623,0.38755083,58.546352,4.9685216,76.02589,2.840625,79.34677,1.9047852,75.72898,2.4618192,76.75813,6.3932567,112.83122,-3.3538883,72.66156,6.3065305,73.44452,country
../data/genres_original\country\country.00009.wav,30.081632653061224,0.42960978,0.073859245,0.23645693,0.0013460923,3191.2596105890007,177623.55666050265,2948.014284587389,68535.82199993166,6926.771206325955,865255.0840363721,0.15687278464988427,0.0016034747089357696,-7.660534e-05,0.03382623,-0.0015570112,0.007380899,123.046875,12.145776,190.467,58.997505,143.86583,0.93959516,182.33905,26.743252,118.163994,9.245794,75.586,3.5632026,86.13531,1.5272027,69.45502,8.654258,50.99736,1.00294,61.68064,11.647982,45.167633,-2.1983073,44.565075,1.1939831,39.795216,0.48530075,39.245083,4.4125214,39.026833,-0.18384133,47.26259,3.0693946,42.958374,-1.1723117,34.326633,4.571084,28.169554,0.8877279,36.202812,1.2992412,35.687954,country
../data/genres_original\country\country.00010.wav,30.013333333333332,0.2914594,0.09194,0.074670546,0.0011191191,1861.4546090166984,557437.4540797758,2127.2426522755313,137274.69417119343,3769.3680553037993,2002495.720888631,0.07654006851798144,0.0024411488005628705,6.8963703e-07,0.004969683,-5.1896623e-06,0.0006761019,123.046875,-197.70265,4250.8955,106.49648,936.3929,-4.4335303,577.778,37.656395,319.43765,-0.8653605,298.9679,-0.9621034,161.23958,-3.4531171,145.65048,-0.049805537,90.263664,-9.302802,152.0744,-5.177724,154.31148,-4.2500987,98.60631,-3.5460408,95.369514,-1.3531576,75.19184,-7.124852,51.43031,-1.6266911,52.90203,-2.4774737,47.942715,-5.0505986,61.20959,0.29088062,35.744476,1.0706693,42.223618,-1.6446807,47.217003,country
../data/genres_original\country\country.00011.wav,30.013333333333332,0.30090493,0.094543174,0.07847474,0.0018237712,2839.25842945996,1279450.8300416966,2798.5048227301195,201552.66439679876,6047.924011655307,4012040.0188466306,0.11016274531129157,0.009105973832144218,4.6707657e-07,0.0063804365,-3.599718e-06,0.0007463885,112.34714673913044,-199.05687,5351.382,61.1464,1409.1127,9.977331,549.0497,23.48061,240.85732,10.260272,229.78178,0.0013764773,178.18373,8.017387,162.23888,1.1231515,131.68837,-4.8983784,120.36374,9.487702,126.88626,-6.3569746,88.51003,3.875742,109.545586,1.6276603,97.730545,-1.3460344,116.53311,2.6078076,92.03746,-3.587762,119.04184,1.9701421,133.65169,2.5379188,129.41685,1.036169,165.93625,-0.9794807,160.33925,country
../data/genres_original\country\country.00012.wav,30.013333333333332,0.29652536,0.09001123,0.12688757,0.0019736625,1667.5169597765603,469192.96116135974,2052.754370274817,279225.54394757416,3439.733518525232,2767369.3116408926,0.06405358782869296,0.0011049066119569833,-8.1133555e-07,0.011907416,-6.763457e-06,0.0023979617,89.10290948275862,-141.01443,1975.7771,123.921104,1157.5841,-2.5103798,335.8918,27.954958,220.31139,-0.004282185,203.15593,1.2101256,82.241356,-11.015173,120.82823,-1.3653064,100.0497,-7.0197535,67.00857,-6.129559,67.13691,-5.1838574,100.90648,-2.1625636,57.25453,-4.5987415,54.95865,-2.3517382,54.660553,-1.1944948,47.970657,-3.968197,40.47654,-4.2295647,42.754,-7.809359,38.59576,-1.6702602,34.43456,-1.0921724,40.748234,country
../data/genres_original\country\country.00013.wav,30.013333333333332,0.36810398,0.086336106,0.08002811,0.0011110163,2811.872177544087,523050.28629356506,2841.7562730726136,175336.74491524982,6061.51341130728,2829913.5172841595,0.1295221716695669,0.002385935603463771,8.364288e-07,0.0037839157,-6.5591953e-06,0.001941187,129.19921875,-126.20302,2081.9126,77.6602,538.23425,3.1578352,348.95322,19.944595,106.410866,10.8167715,173.2336,0.72969556,103.827705,5.22846,91.065575,-0.49303117,78.56534,-0.9959411,77.96459,5.39514,87.11326,-3.7251055,54.677048,-3.493331,46.211044,-5.336726,49.77351,0.28801122,48.68753,-2.0074854,44.85928,0.8424076,57.20634,0.33523843,69.2675,-1.1135596,57.48805,-4.39304,57.295593,-2.6176636,92.074776,country
../data/genres_original\country\country.00014.wav,30.013333333333332,0.36505738,0.08822639,0.092618205,0.0010495203,2952.9885811173413,967553.6409762395,3036.4590945849873,125478.3302333188,6570.3581559962295,2667756.5355515587,0.12478399313611756,0.006664443358553215,-2.0484094e-06,0.0044540963,-5.9793847e-06,0.0025950538,135.99917763157896,-124.6224,2332.7776,72.49065,593.6755,16.715553,309.7681,18.250063,180.08768,12.224811,120.818794,8.094714,79.97818,7.9860835,66.8191,-0.5102593,61.23948,2.3697214,75.68055,-0.5687947,58.1871,-5.5688143,49.358727,0.543314,61.029472,-5.0568647,61.634438,-1.1623458,48.829105,-3.5811627,47.390717,-3.6917107,52.237503,-0.17290589,68.21476,-0.6430835,64.37432,-4.141272,62.728516,-3.9908798,78.08125,country
../data/genres_original\country\country.00015.wav,30.013333333333332,0.3795868,0.07959778,0.104739845,0.0006675215,1958.9864228599774,356117.12634977297,2146.923519804291,103053.13913966576,4208.1924190654,1554481.618905179,0.09423639307811292,0.0021944807522931435,1.2947534e-06,0.0068853945,-9.324052e-07,0.0016172578,151.99908088235293,-116.19743,2439.0002,111.75399,829.9792,-5.2453566,328.2051,33.98964,98.26943,-12.460974,109.269554,4.2414293,54.34036,-14.408441,68.88054,8.494257,86.332954,-8.198441,94.804306,-1.3370373,52.187572,-12.551117,38.062252,-5.0011096,41.483555,-2.1393461,33.30717,-1.8339946,39.176987,-8.265982,49.123028,-3.0184085,27.44881,-5.4789276,27.661903,-2.9580772,26.242203,-2.6427643,33.489277,-3.3766387,40.264107,country
../data/genres_original\country\country.00016.wav,30.013333333333332,0.32263863,0.08821939,0.079806626,0.0007574401,1426.0207482117,231987.0784589518,1648.467920931343,109775.55245087107,2880.8278236477668,1360322.070635063,0.060195297394624904,0.0005893339692575957,-1.460501e-06,0.0047306367,-8.576629e-06,0.00089913973,107.666015625,-210.10042,3344.233,139.62177,819.4449,-17.025503,807.8783,57.99346,204.41866,-9.658052,232.9872,-1.9567311,82.9592,-17.993433,90.45245,-8.213175,61.068108,-11.769384,76.342865,-7.876312,56.412388,0.6242505,97.47555,-9.962925,43.411217,-6.469421,38.911137,-3.8414884,53.213383,-12.0469055,41.00775,0.32404715,34.195415,-8.042443,45.260216,-6.8062153,44.579395,-1.8404863,33.889267,-5.930669,34.077286,country
../data/genres_original\country\country.00017.wav,30.013333333333332,0.35725805,0.080702074,0.088679396,0.0003467227,1470.2190431491572,284075.73986943584,1960.209861429048,199312.9067225717,2967.8432809781034,1852731.6304974202,0.06387005752126837,0.0008163957889614217,5.0778937e-07,0.005027205,-9.492302e-06,0.0010098906,89.10290948275862,-171.32309,3324.3464,137.33298,1054.2655,7.9547596,128.95088,28.53364,92.8941,2.6904233,144.79138,-0.5032653,59.848824,-2.9567096,34.520065,-1.1481972,66.51207,-6.1525826,55.760193,-2.397033,63.35603,-5.854901,51.55237,-2.1742196,43.78451,-5.3409767,35.83987,-2.7799234,37.471565,-1.5689759,39.72967,1.2956558,26.376148,-3.4121354,33.611675,-0.90382946,48.521694,2.6215572,33.07901,-0.09373206,43.74565,country
../data/genres_original\country\country.00018.wav,30.013333333333332,0.36986184,0.082602695,0.09675965,0.0010110672,2068.869796587892,342351.242656249,2370.15807218592,143857.0988882087,4098.677845399507,2054621.4639789052,0.09558907941802011,0.0016270848204279586,-6.7273177e-06,0.0062678247,-3.1983943e-06,0.001650282,86.1328125,-131.1577,1982.2456,102.98625,535.50055,-11.529914,333.18207,17.738117,163.18576,16.948603,160.5243,4.4418244,139.50258,1.2972012,118.58127,3.413476,79.284744,-1.5013238,65.80229,1.6068558,89.79305,-7.989871,56.75509,-0.82989687,67.197014,-8.8802805,56.1872,-3.8431878,46.887283,-4.493553,44.957996,-8.938275,48.47312,-6.387143,42.363182,-1.5204931,36.897007,-5.404016,45.167454,-8.042571,42.89677,country
../data/genres_original\country\country.00019.wav,30.013333333333332,0.31572592,0.09329975,0.082008675,0.0031899214,1138.970375102019,161813.70677494412,1462.5548366603607,75459.63335215251,2118.197709723028,687531.5504939195,0.0509447656854215,0.0010109733257209653,1.9515778e-06,0.007745608,-3.4472282e-06,0.0008239547,123.046875,-256.0997,5263.2573,163.07938,873.9414,-22.86085,725.9906,26.925724,378.43314,15.294624,244.06462,-3.5060468,160.76335,4.2238126,162.42474,-0.78757596,99.23011,-9.461128,86.32101,1.7529935,60.92734,-4.4277163,61.107502,-3.6453378,49.288506,-4.2500978,51.106083,-8.10834,81.08755,-2.3792918,51.86905,-5.1488204,48.747723,-11.160197,74.081856,-2.4134085,40.085342,-0.54217404,44.197765,-4.78059,64.72794,country
../data/genres_original\country\country.00020.wav,30.013333333333332,0.3654622,0.085906245,0.105174266,0.0009904394,2407.9531761672592,1071253.1880545705,2532.4203413039213,154307.99885836153,5212.450718713747,3298205.4498685915,0.08680454853054911,0.005420222167619008,-5.3610934e-06,0.008807205,-2.0158743e-06,0.0013817839,103.359375,-161.19606,5332.925,74.76473,1368.4028,22.41922,258.29626,46.01183,392.803,5.280713,230.7774,25.113438,111.81945,-0.5761162,128.90042,10.385748,77.09114,-6.833754,123.672226,5.0545835,132.82541,-0.7702397,50.379276,1.403467,73.7477,-6.012322,67.908646,-4.014767,66.299675,-4.793655,84.24993,-2.8704047,68.51206,-4.9927034,51.40022,-3.6065133,52.091877,-7.578407,81.60196,-3.2216105,55.965015,country
../data/genres_original\country\country.00021.wav,30.013333333333332,0.28923905,0.09126229,0.10979616,0.0016757431,1044.7200862613543,103694.48198749263,1393.8079039816196,52277.7130356278,1947.6307596795243,565250.9408237243,0.04564919881090487,0.00038918082676256963,-1.4849114e-06,0.009389634,-5.7836005e-06,0.0015073513,107.666015625,-209.33365,2706.6697,167.1017,468.5851,-20.841473,340.87476,36.802998,321.86078,10.272971,300.2999,3.9958642,125.406906,-5.6698804,154.58054,-4.625789,104.70374,-6.24442,104.93291,-4.1741776,85.49604,-6.6804767,87.34397,-3.2626216,52.532997,-7.9688377,55.53217,-4.062071,42.887093,-4.9921985,40.85855,-4.5038943,43.213734,-4.0038567,49.849594,-6.3972435,47.451595,-5.915193,46.11398,-8.175333,64.274155,country
../data/genres_original\disco\disco.00000.wav,30.12154195011338,0.44557777,0.08781498,0.14208542,0.0041334145,2298.1112240567795,898537.2781825451,2566.1150752624544,192074.83618831227,4889.646293275712,3885287.234612343,0.09652545382318953,0.0070256291429629586,-0.000391283,0.010616532,-0.0011723792,0.0073823454,117.45383522727273,-111.09919,4400.1016,94.025856,1431.769,12.438059,562.4228,16.629438,201.37808,8.1260395,156.20563,15.663839,144.57642,-1.4103327,113.244194,7.014441,81.95487,0.9597831,57.713062,-1.4994508,55.553585,-3.0789328,77.77039,-5.0989857,71.4388,-3.7156484,52.89178,0.21363008,57.933,-2.111481,52.70902,-1.8266252,39.54897,-5.3254986,32.49436,1.2326591,41.852478,-5.604142,41.62941,-3.612315,30.871485,disco
../data/genres_original\disco\disco.00001.wav,30.211337868480726,0.41056672,0.08667929,0.17707454,0.0026135747,3292.704549878069,552468.1847909248,2768.0390848656034,137858.88744297362,6522.435342111895,2067639.9340634851,0.1885523173483103,0.004372701970941694,-0.00019206897,0.013918419,-0.0012383568,0.009862321,117.45383522727273,-29.0431,1143.0614,51.860497,524.64246,-7.5676084,378.8633,21.507437,181.31511,8.141378,79.60212,18.118084,93.58491,6.8945746,76.314926,6.569047,53.50234,0.71136445,47.764557,11.159763,60.684547,-1.8163267,41.90585,1.63559,45.748596,-2.5911896,42.603188,-1.3763998,42.883904,-3.614617,44.11499,0.21744078,61.26924,-0.3920284,93.40186,2.632409,84.18346,-3.3654647,68.51462,-0.08974964,82.249374,disco
